links,title,time,content,class
https://nltimes.nl/2022/12/07/rotterdam-police-question-football-rioters-next-morocco-match,Rotterdam police to question football rioters during next Morocco match,7 December 2022 - 18:25,,CrimeSports
https://nltimes.nl/2022/12/07/netherlands-will-send-cabinet-delegation-oranje-vs-argentina-world-cup-match,Netherlands will not send Cabinet delegation to Oranje vs. Argentina World Cup match,7 December 2022 - 17:40,,Sports
https://nltimes.nl/2022/12/07/assassination-squad-sentenced-18-years-prison-three-suspects-acquitted,Assassination squad sentenced to up to 18 years in prison; Three suspects acquitted,7 December 2022 - 17:35,,Crime
https://nltimes.nl/2022/12/07/ns-donates-old-train-parts-simulate-train-travel-dementia-patients,NS donates old train parts to simulate train travel for dementia patients,7 December 2022 - 15:55,,Health
https://nltimes.nl/2022/12/07/dutch-authorities-investigating-abused-pigs-animal-rights-group-record-secret-footage,Dutch authorities investigating abused pigs after animal rights group record secret footage,7 December 2022 - 15:05,,Business
https://nltimes.nl/2022/12/07/us-ambassador-hands-oliebollen-hague-losing-world-cup-bet,U.S. ambassador hands out oliebollen in The Hague after losing World Cup bet,7 December 2022 - 14:15,,PoliticsSports
https://nltimes.nl/2022/12/07/difficult-get-last-156-afghans-awaiting-evacuation-netherlands-dutch-fm,Very difficult to get last 156 Afghans awaiting evacuation to Netherlands: Dutch FM,7 December 2022 - 13:25,,Politics
https://nltimes.nl/2022/12/07/majority-mps-support-banning-football-hooligans-stadiums,Majority of MP’s support banning football hooligans from stadiums,7 December 2022 - 12:35,,CrimePoliticsSports
https://nltimes.nl/2022/12/07/restaurants-uncertain-continued-existence,More restaurants uncertain about their continued existence,7 December 2022 - 11:45,,Business
https://nltimes.nl/2022/12/07/unable-leave-home-due-threats-princess-amalia-quietly-celebrates-19th-birthday,"Unable to leave home due to threats, Princess Amalia quietly celebrates 19th birthday",7 December 2022 - 10:55,,CultureLifestyle
https://nltimes.nl/2022/12/07/voice-sex-scandal-dominated-nl-residents-google-searches-year,The Voice sex scandal dominated NL residents' Google searches this year,7 December 2022 - 10:04,,CultureLifestyle
https://nltimes.nl/2022/12/07/gambling-companies-lured-new-players-world-cup-pools-despite-ban,Gambling companies lured new players with World Cup pools despite ban,7 December 2022 - 09:29,,BusinessSports
https://nltimes.nl/2022/12/07/38-39-vietnamese-migrants-suffocated-truck-2019-registered-nl,38 of 39 Vietnamese migrants who suffocated in a truck in 2019 were registered in NL,7 December 2022 - 08:53,,Crime
https://nltimes.nl/2022/12/07/landlords-leaving-students-cold-due-high-heating-costs,Landlords leaving students in the cold due to high heating costs,7 December 2022 - 08:13,,Business
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/07/50-arrested-control-celebrations-moroccos-world-cup-win,Over 50 arrested at out of control celebrations for Morocco's World Cup win,7 December 2022 - 07:42,,CrimeSports
https://nltimes.nl/2022/12/07/eu-accuses-rabobank-deutsche-bank-price-fixing,"EU accuses Rabobank, Deutsche Bank of price fixing",7 December 2022 - 07:00,,Business
https://nltimes.nl/2022/12/06/covid-hospital-total-dips-slightly-new-infections-back-rise,"Covid hospital total dips slightly, but new infections could be back on the rise",6 December 2022 - 21:50,,Health
https://nltimes.nl/2022/12/06/dutch-govt-wants-banks-supermarket-solve-nitrogen-crisis,"Dutch gov't wants banks, supermarket to do more to solve nitrogen crisis",6 December 2022 - 21:10,,PoliticsBusinessTechScience
https://nltimes.nl/2022/12/06/parties-erupt-dutch-cities-morocco-world-cup-win-riot-police-respond,Parties erupt in Dutch cities after Morocco World Cup win; Riot police respond,6 December 2022 - 20:28,,CrimeSports
https://nltimes.nl/2022/12/06/kenya-court-drops-prosecution-former-philips-execs-widow-accused-murder,Kenya court drops prosecution of former Philips exec's widow accused of his murder,6 December 2022 - 18:22,,Crime
https://nltimes.nl/2022/12/06/dutch-king-commissions-study-royal-houses-role-colonial-history,Dutch king commissions study into Royal House's role in colonial history,6 December 2022 - 18:13,,Politics
https://nltimes.nl/2022/12/06/growing-political-support-free-period-products-people-low-incomes,Growing political support for free period products for people with low incomes,6 December 2022 - 16:20,,HealthPolitics
https://nltimes.nl/2022/12/06/court-rules-favor-sex-marriage-aruba-curacao,Court rules in favor of same-sex marriage on Aruba and Curaçao,6 December 2022 - 15:30,,Politics
https://nltimes.nl/2022/12/06/senate-majority-approves-letting-general-practitioners-prescribe-abortion-pills,Senate majority approves letting general practitioners prescribe abortion pills,6 December 2022 - 14:40,,HealthPolitics
https://nltimes.nl/2022/12/06/man-77-arrested-shooting-belgian-man-head-alblasserdam-robbery,"Man, 77, arrested for shooting Belgian man in head during Alblasserdam robbery",6 December 2022 - 13:50,,Crime
https://nltimes.nl/2022/12/06/removing-pediatric-heart-surgery-regional-hospitals-puts-acute-care-risk-nza,Removing pediatric heart surgery from regional hospitals puts acute care at risk: NZa,6 December 2022 - 13:00,,Health
https://nltimes.nl/2022/12/06/covid-influence-word-year-nominations-year,No Covid-influence on Word of the Year nominations this year,6 December 2022 - 12:10,,CultureLifestyle
https://nltimes.nl/2022/12/06/ns-extend-length-many-trains-reduce-crowding-fewer-trains-quiet-routes,NS to extend length of many trains to reduce crowding; Fewer trains on quiet routes,6 December 2022 - 11:20,,Business
https://nltimes.nl/2022/12/06/stores-must-stop-deceptively-raising-prices-right-putting-item-sale,Stores must stop deceptively raising prices right before putting an item on sale,6 December 2022 - 10:30,,Business
https://nltimes.nl/2022/12/06/another-explosive-targeting-surinamese-restaurant-chain-time-rotterdam,"Another explosive targeting Surinamese restaurant chain, this time in Rotterdam",6 December 2022 - 09:37,,Crime
https://nltimes.nl/2022/12/06/nl-residents-purchasing-power-drop-4-despite-energy-price-cap-cpb,NL residents' purchasing power to drop 4% despite energy price cap: CPB,6 December 2022 - 09:04,,Business
https://nltimes.nl/2022/12/06/green-startups-netherlands-now-employ-135000-people-76,"Green startups in Netherlands now employ 135,000 people; Up 7.6%",6 December 2022 - 08:36,,BusinessTechNature
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/06/anti-semitic-slogan-carved-new-jewish-memorial-stones-lochem,Anti-Semitic slogan carved by new Jewish memorial stones in Lochem,6 December 2022 - 08:02,,Crime
https://nltimes.nl/2022/12/06/third-sexual-exploitation-perpetrators-commit-crime-within-2-years,Third of sexual exploitation perpetrators commit crime again within 2 years,6 December 2022 - 07:33,,Crime
https://nltimes.nl/2022/12/06/cities-taking-measures-prevent-rioting-moroccos-world-cup-match,Cities again taking measures to prevent rioting after Morocco’s World Cup match,6 December 2022 - 07:00,,Crime
https://nltimes.nl/2022/12/05/rotterdam-police-shoot-man-suspected-stabbing-three-including-cop,"Rotterdam police shoot man suspected of stabbing three, including cop",5 December 2022 - 21:57,,CrimeWeird
https://nltimes.nl/2022/12/05/nl-residents-sinterklaas-shopping-early-year,NL residents did their Sinterklaas shopping early this year,5 December 2022 - 20:40,,Business
https://nltimes.nl/2022/12/05/tableware-company-removes-bowl-featuring-smiling-anne-frank-cartoon-collection,Tableware company removes bowl featuring smiling Anne Frank cartoon from collection,5 December 2022 - 19:50,,BusinessWeird
https://nltimes.nl/2022/12/05/one-held-sinterklaas-video-inciting-racism-violence-zwarte-piet-fight,One held over “Sinterklaas” video for inciting racism & violence after Zwarte Piet fight,5 December 2022 - 19:14,,CrimeSponsored Content
https://nltimes.nl/2022/12/05/suspect-accused-escaping-institution-stabbing-ex-girlfriend-remain-jail-now,"Suspect accused of escaping institution, stabbing ex-girlfriend to remain in jail for now",5 December 2022 - 18:09,,Crime
https://nltimes.nl/2022/12/05/court-dutch-state-legal-basis-restrict-asylum-seekers-family-reunification,Court: Dutch state has no legal basis to restrict asylum seeker’s family reunification,5 December 2022 - 17:12,,Politics
https://nltimes.nl/2022/12/05/givingtuesday-young-africa-proud-impact-lasts-lifetime,#GivingTuesday: Young Africa proud of impact that lasts a lifetime,5 December 2022 - 16:50,,BusinessTechInnovationSponsored Content
https://nltimes.nl/2022/12/05/dutch-queen-cheer-oranje-friday-despite-argentine-roots,"Dutch Queen to cheer for Oranje on Friday, despite Argentine roots",5 December 2022 - 16:12,,Sports
https://nltimes.nl/2022/12/05/satellites-help-monitor-developments-wadden-sea,Satellites to help monitor developments in Wadden Sea,5 December 2022 - 16:00,,TechNature
https://nltimes.nl/2022/12/05/forensic-evidence-yet-tied-drugged-murdered-9-year-old-boy-suspects-home,"Forensic evidence has not yet tied drugged, murdered 9-year-old boy to suspect’s home",5 December 2022 - 15:10,,Crime
https://nltimes.nl/2022/12/05/fmr-police-chief-accused-raping-cop-home,Fmr. police chief accused of raping cop at her home,5 December 2022 - 14:20,,Crime
https://nltimes.nl/2022/12/05/face-value-oranje-vs-argentina-world-cup-tickets-reaches-eu402-reseller-prices-start,Face value of Oranje vs. Argentina World Cup tickets reaches €402; Reseller prices start at €700,5 December 2022 - 13:30,,Sports
https://nltimes.nl/2022/12/05/ice-sculpture-exhibit-opening-zwolle-next-week-scheveningen-event-already-underway,Ice sculpture exhibit opening in Zwolle next week; Scheveningen event already underway,5 December 2022 - 12:40,,CultureArt
https://nltimes.nl/2022/12/05/dutch-emergency-warning-system-nl-alert-tested-noon,Dutch emergency warning system NL-Alert tested at noon,5 December 2022 - 11:46,,1-1-2
https://nltimes.nl/2022/12/05/new-ns-intercity-cut-30-minutes-amsterdam-brussels-route,New NS intercity to cut 30 minutes off Amsterdam-Brussels route,5 December 2022 - 11:20,,Business
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/12/05/gamblers-demand-pre-legalized-losses-back-online-casinos,Gamblers demand pre-legalized losses back from online casinos,5 December 2022 - 10:30,,Business
https://nltimes.nl/2022/12/05/authorities-intercept-97-tons-cocaine-caribbean-sea-15-arrested,Authorities intercept 9.7 tons of cocaine in Caribbean Sea; 15 arrested,5 December 2022 - 09:42,,Crime
https://nltimes.nl/2022/12/05/child-care-costs-soar-next-year-subsidies-benefits-wont-cover-increase,Child care costs to soar next year; Subsidies & benefits won’t cover the increase,5 December 2022 - 09:20,,Business
https://nltimes.nl/2022/12/05/first-snowfall-kerkrade-promises-white-sinterklaas-gift-night-parts-limburg,First snowfall in Kerkrade promises white Sinterklaas gift night for parts of Limburg,5 December 2022 - 08:42,,TechNatureCultureLifestyle
https://nltimes.nl/2022/12/05/dutch-universities-still-actively-attracting-international-students,Dutch universities still actively attracting international students,5 December 2022 - 08:13,,Business
https://nltimes.nl/2022/12/05/rabobank-expects-little-growth-dutch-economy-coming-years,Rabobank expects little growth for Dutch economy in coming years,5 December 2022 - 07:35,,Business
https://nltimes.nl/2022/12/05/nl-alert-test-scheduled-later-today,NL-Alert test scheduled for later today,5 December 2022 - 07:00,,1-1-2
https://nltimes.nl/2022/12/04/aluminum-can-deposit-scheme-delayed-council-state-cabinet-wishes,Aluminum can deposit scheme delayed by Council of State against Cabinet wishes,4 December 2022 - 16:55,,PoliticsBusiness
https://nltimes.nl/2022/12/04/rotterdam-area-man-arrested-online-sexual-abuse-blackmail-dozens-girls,Rotterdam-area man arrested for online sexual abuse & blackmail of dozens of girls,4 December 2022 - 15:15,,Crime
https://nltimes.nl/2022/12/04/biden-rutte-joke-dutch-world-cup-win-us-ambassador-hand-oliebollen,"Biden, Rutte joke over Dutch World Cup win; US ambassador to hand out oliebollen",4 December 2022 - 14:20,,PoliticsCultureEntertainment
