,links,title,content,time,class
16,https://nltimes.nl/2023/01/07/seven-activists-arrested-occupying-utrecht-restaurant,Seven activists arrested for occupying Utrecht restaurant,"Seven activists were arrested during the occupation of a restaurant in the center of Utrecht on Friday evening. The group became active in the Lijnmarkt located restaurant because the french delicacy foie gras was on the menu there.The activists began what they call a ""playful occupation"" around 7 p.m. and refused to leave the restaurant until foie gras was off the menu. Foie gras is the fatty liver of ducks or geese. These animals are fattened through a funnel or tube over a short period of time, a practice that is banned in the Netherlands.As a result, six activists were arrested for refusing to leave the restaurant. Two of them chained themselves and had to be freed by the police. One activist however, was arrested because he could not identify himself.During the action, a guest of the restaurant injured his leg. He slipped on leaflets handed out by activists and subsequently had to be taken to hospital. The campaign ended around 9:30 p.m., police reported.",7 January 2023 - 12:40,Culture
17,https://nltimes.nl/2023/01/07/seven-activists-arrested-occupying-utrecht-restaurant,Seven activists arrested for occupying Utrecht restaurant,"Seven activists were arrested during the occupation of a restaurant in the center of Utrecht on Friday evening. The group became active in the Lijnmarkt located restaurant because the french delicacy foie gras was on the menu there.The activists began what they call a ""playful occupation"" around 7 p.m. and refused to leave the restaurant until foie gras was off the menu. Foie gras is the fatty liver of ducks or geese. These animals are fattened through a funnel or tube over a short period of time, a practice that is banned in the Netherlands.As a result, six activists were arrested for refusing to leave the restaurant. Two of them chained themselves and had to be freed by the police. One activist however, was arrested because he could not identify himself.During the action, a guest of the restaurant injured his leg. He slipped on leaflets handed out by activists and subsequently had to be taken to hospital. The campaign ended around 9:30 p.m., police reported.",7 January 2023 - 12:40,Food
19,https://nltimes.nl/2023/01/07/flevoland-tried-coordinate-buyout-farmers-schiphol,Flevoland tried to coordinate the buyout of farmers with Schiphol,"Flevoland Province may be guilty of forming a procurement cartel. The alleged attempt to form a cartel stems from documents the province itself posted online under the Open Government Act (WOO), as well as from conversations the broadcasting company NOS had with several legal experts on the subject.The province wanted to coordinate with Schiphol on which farms of farmers would be best suited for buyout so that more freed-up nitrogen space would be available. This allows the price to be negotiated down in the agreements, but this is not permitted. However, a provincial official wrote the NOS in an email that “farmers may be negotiating with multiple nitrogen buyers, driving up the price. These are market forces, and you can't always do anything about them, but it may make sense to coordinate on this.""
According to legal experts the broadcast company interviewed, however, the province is not allowed to interfere in the operational affairs of farmers. This is because farmers who want to (re-)sell their farms in the future would no longer have a fair market to do so. Pieter Kuypers, a professor at Radboud University, also told NOS that this supposed coordination regarding nitrogen rights makes the province a business, and therefore subject to competition law. But ""coordination between parties is prohibited under competition law,"" Kuypers said. The reason for Schiphol Airport's strong interest in the nitrogen space is due to the delayed opening of Lelystad Airport. At the moment, no air traffic can take place there, because the airport has problems with the nitrogen permit. However, with the buyout of the farms, Schiphol can use the nitrogen space that these farmers have used, and thus get a permit for their ghost airport, according to NOS.",7 January 2023 - 11:50,Politics
20,https://nltimes.nl/2023/01/07/flevoland-tried-coordinate-buyout-farmers-schiphol,Flevoland tried to coordinate the buyout of farmers with Schiphol,"Flevoland Province may be guilty of forming a procurement cartel. The alleged attempt to form a cartel stems from documents the province itself posted online under the Open Government Act (WOO), as well as from conversations the broadcasting company NOS had with several legal experts on the subject.The province wanted to coordinate with Schiphol on which farms of farmers would be best suited for buyout so that more freed-up nitrogen space would be available. This allows the price to be negotiated down in the agreements, but this is not permitted. However, a provincial official wrote the NOS in an email that “farmers may be negotiating with multiple nitrogen buyers, driving up the price. These are market forces, and you can't always do anything about them, but it may make sense to coordinate on this.""
According to legal experts the broadcast company interviewed, however, the province is not allowed to interfere in the operational affairs of farmers. This is because farmers who want to (re-)sell their farms in the future would no longer have a fair market to do so. Pieter Kuypers, a professor at Radboud University, also told NOS that this supposed coordination regarding nitrogen rights makes the province a business, and therefore subject to competition law. But ""coordination between parties is prohibited under competition law,"" Kuypers said. The reason for Schiphol Airport's strong interest in the nitrogen space is due to the delayed opening of Lelystad Airport. At the moment, no air traffic can take place there, because the airport has problems with the nitrogen permit. However, with the buyout of the farms, Schiphol can use the nitrogen space that these farmers have used, and thus get a permit for their ghost airport, according to NOS.",7 January 2023 - 11:50,Business
22,https://nltimes.nl/2023/01/07/postnl-reports-settlement-two-unions-new-collective-bargaining-agreement,PostNL reports settlement with two unions on new collective bargaining agreement,"PostNL has reached a collective agreement with trade unions BVPP and CNV. As a result, the more than 18,000 employees covered by the collective agreement, such as distribution center workers and truck drivers, will receive pay increases of up to 9.5 percent in several steps. The lowest pay grades will see the biggest increase. PostNL staff will also receive a one-time payment of 1.5 percent of their gross pay next month.In addition, the travel allowance for commuting will be raised in two steps to 22 cents per kilometer, and the pension contribution paid by employees will not be increased until March 2024. Agreements have also been reached on early retirement and reduced working hours for older employees, and there will be special leave for people undergoing gender reassignment.As recently as December, BVPP and CNV had taken action. This led to a new invitation from PostNL to negotiate, BVPP said. Members of the two trade unions have not yet commented on the agreement reached. However, PostNL expects them to vote for or against this agreement in two weeks at the latest.The FNV was outraged because it was not invited to the collective bargaining. ""This attempt to reach agreements without the largest union is another insult to our own employees,"" said FNV board member Mariska Exalto. ""FNV was not invited to these talks and had to find out in a roundabout way what agreements were reached. It's a bizarre way to sideline your own employees. It just doesn't seem to sink in that this method of working ultimately causes more unrest than is desirable.""The union did not present the new final offer to its members because, according to the elected active members, the final offer was inadequate and was not negotiated with FNV. The union had previously walked away from the bargaining table but could not take action until this week due to a court ruling.",7 January 2023 - 10:50,Business
24,https://nltimes.nl/2023/01/07/three-dutchmen-arrested-atm-explosion-germany,Three Dutchmen arrested after ATM explosion in Germany,"Three men from the Netherlands tried to blow up an ATM in Germany on Thursday night. However, the planned robbery failed, and eventually police managed to arrest them after a long chase. German police said Friday evening that the suspects were between 20 and 32 years old.The three Dutchmen detonated explosive devices at an ATM near a campsite in the municipality of Wietzendorf, between Hamburg and Hanover. However, the ATM remained undamaged despite the explosion, so the perpetrators had to flee empty-handed.After the explosion, German officers saw a suspicious car driving at high speed towards the border with the Netherlands. The flight ended near the village of Thuine, almost 200 kilometers from Wietzendorf and just across the border near Enschede. The police there placed a ""stop stick"" on the road, puncturing the tires. All four tires of the car were damaged as a result and the occupants were unable to continue driving and surrendered. Furthermore, explosives were found in the car.Many explosive attacks have been committed in Germany in recent years, often perpetrated by so-called plofkrakers, which are organized gangs from major Dutch cities, trying to open ATMs through explosive attacks. After the explosion, they usually flee in fast vehicles. To avoid falling into the hands of the police, the plofkrakers sometimes take many risks. As a result, several people have already died.",7 January 2023 - 09:57,Crime
26,https://nltimes.nl/2023/01/07/cabin-crew-union-negative-corona-test-travelers-china-good-step,Cabin crew union: Negative corona test for travelers from China is a good step,"The negative coronavirus test required of travelers from China starting Tuesday is a ""good step"" for crew protection at airline KLM, according to board member Ingrid Brama of the Dutch Cabin Crew Association (VNC) in a reaction to the decision by Minister Ernst Kuipers (Public Health). KLM said it was still working on a response.KLM employees previously expressed concerns about the large coronavirus wave in China. According to Brama, it is particularly important that these tests allow better monitoring of other Covid-19 variants. ""In this way, we can get a better picture of China,"" she said. Brama also advocated testing aircraft wastewater from China for virus particles, as is being done in Belgium. ""That would be a good option,"" she explained.Earlier this week, KLM announced the immediate introduction of additional safety measures on flights from China. Staff will be equipped with FFP2 face masks and will be able to use an employee-only restroom. Furthermore, the Dutch Airline is also adjusting in-flight service on flights from China to Amsterdam. This should reduce the number of lengthy contacts with passengers. For example, passengers will receive their food and drinks at the same time rather than in multiple rounds. Also, headphones and water bottles will no longer be handed out, but placed on seats in advance.KLM now flies to China three times a week, and from the end of this month it will be six times a week. On flights from China, passengers and crew were already required to wear a face mask during the flight. Chinese carriers such as China Airlines, China Southern Airlines and Xiamen Airlines also fly to Schiphol Airport.In response to Kuipers' decision, Schiphol Airport said that all government regulations and advice would be followed. Travelers from China must also show a negative coronavirus test in other European countries. Self-tests were previously offered at Schiphol for passengers from China. In addition, Kuipers also indicated that more testing will be done for Covid-19 on wastewater at Schiphol.",7 January 2023 - 09:26,Health
27,https://nltimes.nl/2023/01/07/cabin-crew-union-negative-corona-test-travelers-china-good-step,Cabin crew union: Negative corona test for travelers from China is a good step,"The negative coronavirus test required of travelers from China starting Tuesday is a ""good step"" for crew protection at airline KLM, according to board member Ingrid Brama of the Dutch Cabin Crew Association (VNC) in a reaction to the decision by Minister Ernst Kuipers (Public Health). KLM said it was still working on a response.KLM employees previously expressed concerns about the large coronavirus wave in China. According to Brama, it is particularly important that these tests allow better monitoring of other Covid-19 variants. ""In this way, we can get a better picture of China,"" she said. Brama also advocated testing aircraft wastewater from China for virus particles, as is being done in Belgium. ""That would be a good option,"" she explained.Earlier this week, KLM announced the immediate introduction of additional safety measures on flights from China. Staff will be equipped with FFP2 face masks and will be able to use an employee-only restroom. Furthermore, the Dutch Airline is also adjusting in-flight service on flights from China to Amsterdam. This should reduce the number of lengthy contacts with passengers. For example, passengers will receive their food and drinks at the same time rather than in multiple rounds. Also, headphones and water bottles will no longer be handed out, but placed on seats in advance.KLM now flies to China three times a week, and from the end of this month it will be six times a week. On flights from China, passengers and crew were already required to wear a face mask during the flight. Chinese carriers such as China Airlines, China Southern Airlines and Xiamen Airlines also fly to Schiphol Airport.In response to Kuipers' decision, Schiphol Airport said that all government regulations and advice would be followed. Travelers from China must also show a negative coronavirus test in other European countries. Self-tests were previously offered at Schiphol for passengers from China. In addition, Kuipers also indicated that more testing will be done for Covid-19 on wastewater at Schiphol.",7 January 2023 - 09:26,Politics
29,https://nltimes.nl/2023/01/07/eu354-million-cocaine-found-rotterdam-port-34-arrested,€354 million in cocaine found at Rotterdam port; 34 arrested,"In the period between the last days of 2022 and the first days of 2023, 34 people were arrested during checks in the port of Rotterdam and customs seized 4726 kilograms of cocaine. The drugs had a street value of 354 million euros, according to the Public Prosecution Service (OM), and have since been destroyed.On Christmas Eve, a man was caught with 35 kilograms of cocaine in the back seat of his car during a check. Customs officers had previously seen him leave the port area with two well-filled sports bags and got into a car. On Tuesday, December 27, cocaine was seized again during a check. In the process, customs officers discovered 30 packages with a total of 1121 kilograms of cocaine in a container of frozen fruit juice from Brazil as well as in a container of bananas from Ecuador. On New Year's Day, another 540 kilos of cocaine was intercepted and six people were arrested.On a ship from South America, 350 kilograms of cocaine were discovered in a container of bananas from Ecuador on January 3. On the same day, customs officers found 949 kilograms of cocaine in a container from Chile on the same ship. Another 1701 kilograms of cocaine were found in a shipment of shoes, also from Chile.The pre-trial detention of eight suspects was extended after their arrest, the OM announced. Among them was a 16-year-old suspect.Reporting by ANP and NL Times",7 January 2023 - 08:59,Crime
31,https://nltimes.nl/2023/01/07/municipality-asks-people-stop-searching-alleged-nazi-treasure-near-ommeren,Municipality asks people to stop searching for alleged Nazi treasure near Ommeren,"The municipality of Buren used its website to advise against looking for a treasure near Ommeren, which is said to have been buried there by German soldiers at the end of World War II. The Nazi soldiers had reportedly buried jewelry, precious stones, gold watches and coins in ammunition boxes after finding them in Arnhem. Back then, the valuables had been blown out of the safe in an Arnhem bank during the violent war.The reason for this was that this week the National Archives unveiled a real treasure map showing the location marked with a cross, which immediately received a great deal of media attention. According to the website of the municipality of Buren, of which Ommeren is a part, it received ""many inquiries about this treasure map and the Nazi treasure"" and now feels compelled to warn treasure hunters of dangers and prohibitions.""Experts point out that the area is near the front line of World War II. Searching there is dangerous because of possible unexploded bombs, land mines or shells. Therefore, we do not advise searching for the Nazi treasure,"" the municipality of Buren stressed. In addition, It is also ""prohibited to use or have with you a metal detector or any other object for detecting metal objects in public without an exemption from the mayor and aldermen"", the municipality continued.However, it is unlikely that anything will be found. After the war, several frantic but unsuccessful searches were made for the treasures, also with detectors in the wider area. The original source of the story, a furniture maker from Baden-Baden who was active in Velp as a parachutist for the German army, was still involved in 1947 to give the Dutch authorities instructions. But the efforts were in vain. The question is now, whether his story was a fabrication or whether others dug up the treasures.",7 January 2023 - 08:15,Politics
33,https://nltimes.nl/2023/01/07/mosques-reject-talks-ministry-undercover-investigations,Mosques reject talks with ministry about undercover investigations,"Hundreds of mosques rejected an invitation from the Ministry of Social Affairs and Employment to further discuss alleged undercover investigations in mosques in a meeting on January 24. This was reported by several mosque umbrella associations, including the Stichting Platform Islamitische Organisaties Rijnmond (SPIOR). The mosque umbrella organizations considered the reflection on undercover investigations a thing of the past for now.In late 2021, the newspaper NRC wrote, based on its own research, that several municipalities had secretly commissioned investigations of the Muslim community. This included collecting sensitive information, such as on mosque administrators and imams. The National Coordinator for Counterterrorism and Security (NCTV) reportedly paid for it and allegedly chose the agency in charge of the investigation.The mosque umbrella association SPIOR stated that over the past 14 months there have been discussions between the government and various Islamic organizations about ""these excessive spying activities and the major breach of trust that has taken place."" During these talks, it was reported that the Islamic organizations are now demanding full access to the documents and a guarantee that nothing like this will ever happen again. Furthermore, they also demanded an apology. ""Once these (demands) are met, there will be room again to start the conversation and work toward a new, constructive relationship between the government and the community.""The mosque umbrella organizations also mentioned that they already came up with a work plan earlier. They found it ""strange"" that they have now been invited again for a reflection meeting and called for ""concrete measures to restore the breach of trust that has occurred."" Therefore, they are more interested in a meeting in a few months, they wrote, at which they can look back on ""first steps"" that must then have been taken by the government in response to the work plan.However, the Ministry of Social Affairs and Employment had not yet responded to the cancellation of the meeting on Thursday evening.",7 January 2023 - 07:45,Politics
